Hero Data:
GC_Tutorial_Dialog_FirstAbilityUseReminder_C GC_Tutorial_Dialog_FirstAbilityUseReminder.Default__GC_Tutorial_Dialog_FirstAbilityUseReminder_C
GC_Tutorial_Dialog_FirstAbility_C GC_Tutorial_Dialog_FirstAbility.Default__GC_Tutorial_Dialog_FirstAbility_C
GC_Tutorial_Dialog_EnemyHeroKilled_C GC_Tutorial_Dialog_EnemyHeroKilled.Default__GC_Tutorial_Dialog_EnemyHeroKilled_C
GC_Tutorial_Dialog_EnemyHeroIntroduction_C GC_Tutorial_Dialog_EnemyHeroIntroduction.Default__GC_Tutorial_Dialog_EnemyHeroIntroduction_C
GC_Tutorial_Dialog_CoreAggroMinion_C GC_Tutorial_Dialog_CoreAggroMinion.Default__GC_Tutorial_Dialog_CoreAggroMinion_C
GC_Tutorial_Dialog_CoreAggroHero_C GC_Tutorial_Dialog_CoreAggroHero.Default__GC_Tutorial_Dialog_CoreAggroHero_C
GC_Tutorial_Dialog_UltimateAbility_C GC_Tutorial_Dialog_UltimateAbility.Default__GC_Tutorial_Dialog_UltimateAbility_C
GC_Tutorial_Dialog_TowerAggroMinion_C GC_Tutorial_Dialog_TowerAggroMinion.Default__GC_Tutorial_Dialog_TowerAggroMinion_C
GC_Tutorial_Dialog_TowerAggroHero_C GC_Tutorial_Dialog_TowerAggroHero.Default__GC_Tutorial_Dialog_TowerAggroHero_C
GC_Tutorial_Dialog_Outro_C GC_Tutorial_Dialog_Outro.Default__GC_Tutorial_Dialog_Outro_C
GC_Tower_DeathAfterMath_C GC_Tower_DeathAfterMath.Default__GC_Tower_DeathAfterMath_C
GC_Inhibitor_TakeDamage_C GC_Inhibitor_TakeDamage.Default__GC_Inhibitor_TakeDamage_C
GC_Inhibitor_Raise_Partial_C GC_Inhibitor_Raise_Partial.Default__GC_Inhibitor_Raise_Partial_C
GC_Inhibitor_Destroyed_C GC_Inhibitor_Destroyed.Default__GC_Inhibitor_Destroyed_C
GC_Core_ShieldRaise_C GC_Core_ShieldRaise.Default__GC_Core_ShieldRaise_C
GC_Tower_Proj_Spawn_C GC_Tower_Proj_Spawn.Default__GC_Tower_Proj_Spawn_C
GC_Rigs_TakeDamage_C GC_Rigs_TakeDamage.Default__GC_Rigs_TakeDamage_C
GC_Rigs_Placed_C GC_Rigs_Placed.Default__GC_Rigs_Placed_C
GC_Rigs_Death_C GC_Rigs_Death.Default__GC_Rigs_Death_C
GC_PrimeHelix_TurnedIn_Offensive_C GC_PrimeHelix_TurnedIn_Offensive.Default__GC_PrimeHelix_TurnedIn_Offensive_C
GC_PrimeHelix_TurnedIn_Defensive_C GC_PrimeHelix_TurnedIn_Defensive.Default__GC_PrimeHelix_TurnedIn_Defensive_C
GC_PrimeHelix_ReturnToBase_C GC_PrimeHelix_ReturnToBase.Default__GC_PrimeHelix_ReturnToBase_C
GC_Inhibitor_Unlock_C GC_Inhibitor_Unlock.Default__GC_Inhibitor_Unlock_C
GC_Inhibitor_Raise_Full_C GC_Inhibitor_Raise_Full.Default__GC_Inhibitor_Raise_Full_C
GC_Inhibitor_Proj_Spawn_C GC_Inhibitor_Proj_Spawn.Default__GC_Inhibitor_Proj_Spawn_C
GC_Inhibitor_Lower_C GC_Inhibitor_Lower.Default__GC_Inhibitor_Lower_C
GC_Core_TakeDamage_C GC_Core_TakeDamage.Default__GC_Core_TakeDamage_C
GC_Core_ShieldLower_C GC_Core_ShieldLower.Default__GC_Core_ShieldLower_C
GC_Tower_Proj_HitCharacter_C GC_Tower_Proj_HitCharacter.Default__GC_Tower_Proj_HitCharacter_C
GC_Inhibitor_Proj_HitCharacter_C GC_Inhibitor_Proj_HitCharacter.Default__GC_Inhibitor_Proj_HitCharacter_C
GC_Recall_TeleportFinished_C GC_Recall_TeleportFinished.Default__GC_Recall_TeleportFinished_C
GC_Core_IntroRise_C GC_Core_IntroRise.Default__GC_Core_IntroRise_C
GC_TravelMode_Finish_C GC_TravelMode_Finish.Default__GC_TravelMode_Finish_C
GC_Shooter_Fired_Light_C GC_Shooter_Fired_Light.Default__GC_Shooter_Fired_Light_C
GC_Shooter_Fired_Heavy_C GC_Shooter_Fired_Heavy.Default__GC_Shooter_Fired_Heavy_C
GC_Hero_Land_Swoop_Small_C GC_Hero_Land_Swoop_Small.Default__GC_Hero_Land_Swoop_Small_C
GC_Hero_Land_Swoop_Minor_C GC_Hero_Land_Swoop_Minor.Default__GC_Hero_Land_Swoop_Minor_C
